id,innings,match_no,over,Ball No,batter,bowler,extra_type,batsman_run,extras_run,total_run,non_boundary,iswicket_delivery,player_out,dismisal_kind,fielders_involved,batting_team,,,outcome,over,Ball No,comment,batter,bowler,score,ballnumber,inningno,over
336015,1,33,9,1,Ajinkya Rahane,Suyash Sharma,NA,1,0,1,1,0,,NA,,,,,1,9,1,"Suyash Sharma to Ajinkya Rahane, 1 run,",Ajinkya Rahane,Suyash Sharma,1,55,1,9.1
336015,1,33,9,2,Devon Conway,Suyash Sharma,NA,0,0,0,1,0,,NA,,,,,0,9,2,"Suyash Sharma to Devon Conway, no run,",Devon Conway,Suyash Sharma,0,56,1,9.2
336015,1,33,9,3,Devon Conway,Suyash Sharma,NA,2,0,2,1,0,,NA,,,,,2,9,3,"Suyash Sharma to Devon Conway, 2 runs,",Devon Conway,Suyash Sharma,2,57,1,9.3
336015,1,33,9,4,Devon Conway,Suyash Sharma,NA,0,0,0,1,0,,NA,,,,,0,9,4,"Suyash Sharma to Devon Conway, no run,",Devon Conway,Suyash Sharma,0,58,1,9.4
336015,1,33,9,5,Devon Conway,Suyash Sharma,NA,1,0,1,1,0,,NA,,,,,1,9,5,"Suyash Sharma to Devon Conway, 1 run,",Devon Conway,Suyash Sharma,1,59,1,9.5
336015,1,33,9,6,Ajinkya Rahane,Suyash Sharma,NA,1,0,1,1,0,,NA,,,,,1,9,6,"Suyash Sharma to Ajinkya Rahane, 1 run,",Ajinkya Rahane,Suyash Sharma,1,60,1,9.6
336015,1,33,10,1,Ajinkya Rahane,Varun Chakravarthy,NA,1,0,1,1,0,,NA,,,,,1,10,1,"Varun Chakravarthy to Ajinkya Rahane, 1 run,",Ajinkya Rahane,Varun Chakravarthy,1,61,1,10.1
336015,1,33,10,2,Devon Conway,Varun Chakravarthy,NA,0,0,0,1,0,,NA,,,,,0,10,2,"Varun Chakravarthy to Devon Conway, no run,",Devon Conway,Varun Chakravarthy,0,62,1,10.2
336015,1,33,10,3,Devon Conway,Varun Chakravarthy,NA,4,0,4,0,0,,NA,,,,,4,10,3,"Varun Chakravarthy to Devon Conway, Four,",Devon Conway,Varun Chakravarthy,4,63,1,10.3
336015,1,33,10,4,Devon Conway,Varun Chakravarthy,NA,0,0,0,1,0,,NA,,,,,0,10,4,"Varun Chakravarthy to Devon Conway, no run,",Devon Conway,Varun Chakravarthy,0,64,1,10.4
336015,1,33,10,5,Devon Conway,Varun Chakravarthy,NA,1,0,1,1,0,,NA,,,,,1,10,5,"Varun Chakravarthy to Devon Conway, 1 run,",Devon Conway,Varun Chakravarthy,1,65,1,10.5
336015,1,33,10,6,Ajinkya Rahane,Varun Chakravarthy,NA,1,0,1,1,0,,NA,,,,,1,10,6,"Varun Chakravarthy to Ajinkya Rahane, 1 run,",Ajinkya Rahane,Varun Chakravarthy,1,66,1,10.6
336015,1,33,11,1,Ajinkya Rahane,Suyash Sharma,NA,0,0,0,1,0,,NA,,,,,0,11,1,"Suyash Sharma to Ajinkya Rahane, no run,",Ajinkya Rahane,Suyash Sharma,0,67,1,11.1
336015,1,33,11,2,Ajinkya Rahane,Suyash Sharma,NA,2,0,2,1,0,,NA,,,,,2,11,2,"Suyash Sharma to Ajinkya Rahane, 2 runs,",Ajinkya Rahane,Suyash Sharma,2,68,1,11.2
336015,1,33,11,3,Ajinkya Rahane,Suyash Sharma,NA,4,0,4,0,0,,NA,,,,,4,11,3,"Suyash Sharma to Ajinkya Rahane, Four,",Ajinkya Rahane,Suyash Sharma,4,69,1,11.3
336015,1,33,11,4,Ajinkya Rahane,Suyash Sharma,NA,1,0,1,1,0,,NA,,,,,1,11,4,"Suyash Sharma to Ajinkya Rahane, 1 run,",Ajinkya Rahane,Suyash Sharma,1,70,1,11.4
336015,1,33,11,5,Devon Conway,Suyash Sharma,NA,1,0,1,1,0,,NA,,,,,1,11,5,"Suyash Sharma to Devon Conway, 1 run,",Devon Conway,Suyash Sharma,1,71,1,11.5
336015,1,33,11,6,Ajinkya Rahane,Suyash Sharma,NA,0,0,0,1,0,,NA,,,,,0,11,6,"Suyash Sharma to Ajinkya Rahane, no run,",Ajinkya Rahane,Suyash Sharma,0,72,1,11.6
336015,1,33,12,1,Devon Conway,Varun Chakravarthy,NA,0,0,0,1,1,,caught,,,,,w,12,1,"Varun Chakravarthy to Devon Conway, no run,                           Wicket - c D Wiese b Varun Chakravarthy batsmen out 56(40)",Devon Conway,Varun Chakravarthy,0,73,1,12.1
336015,1,33,12,2,Shivam Dube,Varun Chakravarthy,NA,0,0,0,1,0,,NA,,,,,0,12,2,"Varun Chakravarthy to Shivam Dube, no run,",Shivam Dube,Varun Chakravarthy,0,74,1,12.2
336015,1,33,12,3,Shivam Dube,Varun Chakravarthy,NA,1,0,1,1,0,,NA,,,,,1,12,3,"Varun Chakravarthy to Shivam Dube, 1 run,",Shivam Dube,Varun Chakravarthy,1,75,1,12.3
336015,1,33,12,4,Ajinkya Rahane,Varun Chakravarthy,NA,1,0,1,1,0,,NA,,,,,1,12,4,"Varun Chakravarthy to Ajinkya Rahane, 1 run,",Ajinkya Rahane,Varun Chakravarthy,1,76,1,12.4
336015,1,33,12,5,Shivam Dube,Varun Chakravarthy,NA,6,0,6,0,0,,NA,,,,,6,12,5,"Varun Chakravarthy to Shivam Dube, Six,",Shivam Dube,Varun Chakravarthy,6,77,1,12.5
336015,1,33,12,6,Shivam Dube,Varun Chakravarthy,NA,6,0,6,0,0,,NA,,,,,6,12,6,"Varun Chakravarthy to Shivam Dube, Six,",Shivam Dube,Varun Chakravarthy,6,78,1,12.6
336015,1,33,13,1,Ajinkya Rahane,Umesh Yadav,NA,6,0,6,0,0,,NA,,,,,6,13,1,"Umesh Yadav to Ajinkya Rahane, Six,",Ajinkya Rahane,Umesh Yadav,6,79,1,13.1
336015,1,33,13,2,Ajinkya Rahane,Umesh Yadav,NA,6,0,6,0,0,,NA,,,,,6,13,2,"Umesh Yadav to Ajinkya Rahane, Six,",Ajinkya Rahane,Umesh Yadav,6,80,1,13.2
336015,1,33,13,3,Ajinkya Rahane,Umesh Yadav,NA,4,0,4,0,0,,NA,,,,,4,13,3,"Umesh Yadav to Ajinkya Rahane, Four,",Ajinkya Rahane,Umesh Yadav,4,81,1,13.3
336015,1,33,13,4,Ajinkya Rahane,Umesh Yadav,NA,1,0,1,1,0,,NA,,,,,1,13,4,"Umesh Yadav to Ajinkya Rahane, 1 run,",Ajinkya Rahane,Umesh Yadav,1,82,1,13.4
336015,1,33,13,5,Shivam Dube,Umesh Yadav,NA,4,0,4,0,0,,NA,,,,,4,13,5,"Umesh Yadav to Shivam Dube, Four,",Shivam Dube,Umesh Yadav,4,83,1,13.5
336015,1,33,13,6,Shivam Dube,Umesh Yadav,NA,1,0,1,1,0,,NA,,,,,1,13,6,"Umesh Yadav to Shivam Dube, 1 run,",Shivam Dube,Umesh Yadav,1,84,1,13.6
336015,1,33,14,1,Shivam Dube,David Wiese,NA,6,0,6,0,0,,NA,,,,,6,14,1,"David Wiese to Shivam Dube, Six,",Shivam Dube,David Wiese,6,85,1,14.1
336015,1,33,14,2,Shivam Dube,David Wiese,NA,4,0,4,0,0,,NA,,,,,4,14,2,"David Wiese to Shivam Dube, Four,",Shivam Dube,David Wiese,4,86,1,14.2
336015,1,33,14,3,Shivam Dube,David Wiese,NA,1,0,1,1,0,,NA,,,,,1,14,3,"David Wiese to Shivam Dube, 1 run,",Shivam Dube,David Wiese,1,87,1,14.3
336015,1,33,14,4,Ajinkya Rahane,David Wiese,NA,1,0,1,1,0,,NA,,,,,1,14,4,"David Wiese to Ajinkya Rahane, 1 run,",Ajinkya Rahane,David Wiese,1,88,1,14.4
336015,1,33,14,5,Shivam Dube,David Wiese,NA,2,0,2,1,0,,NA,,,,,2,14,5,"David Wiese to Shivam Dube, 2 runs,",Shivam Dube,David Wiese,2,89,1,14.5
336015,1,33,14,6,Shivam Dube,David Wiese,NA,1,0,1,1,0,,NA,,,,,1,14,6,"David Wiese to Shivam Dube, 1 run,",Shivam Dube,David Wiese,1,90,1,14.6
336015,1,33,15,1,Shivam Dube,Suyash Sharma,NA,0,0,0,1,0,,NA,,,,,0,15,1,"Suyash Sharma to Shivam Dube, no run,",Shivam Dube,Suyash Sharma,0,91,1,15.1
336015,1,33,15,2,Shivam Dube,Suyash Sharma,NA,6,0,6,0,0,,NA,,,,,6,15,2,"Suyash Sharma to Shivam Dube, Six,",Shivam Dube,Suyash Sharma,6,92,1,15.2
336015,1,33,15,3,Shivam Dube,Suyash Sharma,NA,0,0,0,1,0,,NA,,,,,0,15,3,"Suyash Sharma to Shivam Dube, no run,",Shivam Dube,Suyash Sharma,0,93,1,15.3
336015,1,33,15,4,Shivam Dube,Suyash Sharma,NA,1,0,1,1,0,,NA,,,,,1,15,4,"Suyash Sharma to Shivam Dube, 1 run,",Shivam Dube,Suyash Sharma,1,94,1,15.4
336015,1,33,15,5,Ajinkya Rahane,Suyash Sharma,NA,1,0,1,1,0,,NA,,,,,1,15,5,"Suyash Sharma to Ajinkya Rahane, 1 run,",Ajinkya Rahane,Suyash Sharma,1,95,1,15.5
336015,1,33,15,6,Shivam Dube,Suyash Sharma,NA,1,0,1,1,0,,NA,,,,,1,15,6,"Suyash Sharma to Shivam Dube, 1 run,",Shivam Dube,Suyash Sharma,1,96,1,15.6
336015,1,33,16,1,Shivam Dube,Andre Russell,NA,1,0,1,1,0,,NA,,,,,1,16,1,"Andre Russell to Shivam Dube, 1 run,",Shivam Dube,Andre Russell,1,97,1,16.1
336015,1,33,16,2,Ajinkya Rahane,Andre Russell,NA,6,0,6,0,0,,NA,,,,,6,16,2,"Andre Russell to Ajinkya Rahane, Six,",Ajinkya Rahane,Andre Russell,6,98,1,16.2
336015,1,33,16,3,Ajinkya Rahane,Andre Russell,wides,0,1,1,1,0,,NA,,,,,1wd,16,3,"Andre Russell to Ajinkya Rahane, 1 wide,",Ajinkya Rahane,Andre Russell,1,99,1,16.3
336015,1,33,16,3,Ajinkya Rahane,Andre Russell,NA,1,0,1,1,0,,NA,,,,,1,16,3,"Andre Russell to Ajinkya Rahane, 1 run,",Ajinkya Rahane,Andre Russell,1,100,1,16.3
336015,1,33,16,4,Shivam Dube,Andre Russell,NA,1,0,1,1,0,,NA,,,,,1,16,4,"Andre Russell to Shivam Dube, 1 run,",Shivam Dube,Andre Russell,1,101,1,16.4
336015,1,33,16,5,Ajinkya Rahane,Andre Russell,wides,0,1,1,1,0,,NA,,,,,1wd,16,5,"Andre Russell to Ajinkya Rahane, 1 wide,",Ajinkya Rahane,Andre Russell,1,102,1,16.5
336015,1,33,16,5,Ajinkya Rahane,Andre Russell,NA,2,0,2,1,0,,NA,,,,,2,16,5,"Andre Russell to Ajinkya Rahane, 2 runs,",Ajinkya Rahane,Andre Russell,2,103,1,16.5
336015,1,33,16,6,Ajinkya Rahane,Andre Russell,NA,4,0,4,0,0,,NA,,,,,4,16,6,"Andre Russell to Ajinkya Rahane, Four,",Ajinkya Rahane,Andre Russell,4,104,1,16.6
336015,1,33,17,1,Shivam Dube,Kulwant Khejroliya,NA,2,0,2,1,0,,NA,,,,,2,17,1,"Kulwant Khejroliya to Shivam Dube, 2 runs,",Shivam Dube,Kulwant Khejroliya,2,105,1,17.1
336015,1,33,17,2,Shivam Dube,Kulwant Khejroliya,NA,6,0,6,0,0,,NA,,,,,6,17,2,"Kulwant Khejroliya to Shivam Dube, Six,",Shivam Dube,Kulwant Khejroliya,6,106,1,17.2
336015,1,33,17,3,Shivam Dube,Kulwant Khejroliya,NA,0,0,0,1,1,,caught,,,,,w,17,3,"Kulwant Khejroliya to Shivam Dube, no run,                           Wicket - c Jason Roy b K Khejroliya batsmen out 50(21)",Shivam Dube,Kulwant Khejroliya,0,107,1,17.3
336015,1,33,17,4,Ravindra Jadeja,Kulwant Khejroliya,NA,0,0,0,1,0,,NA,,,,,0,17,4,"Kulwant Khejroliya to Ravindra Jadeja, no run,",Ravindra Jadeja,Kulwant Khejroliya,0,108,1,17.4
336015,1,33,17,5,Ravindra Jadeja,Kulwant Khejroliya,NA,1,0,1,1,0,,NA,,,,,1,17,5,"Kulwant Khejroliya to Ravindra Jadeja, 1 run,",Ravindra Jadeja,Kulwant Khejroliya,1,109,1,17.5
336015,1,33,17,6,Ajinkya Rahane,Kulwant Khejroliya,NA,4,0,4,0,0,,NA,,,,,4,17,6,"Kulwant Khejroliya to Ajinkya Rahane, Four,",Ajinkya Rahane,Kulwant Khejroliya,4,110,1,17.6
336015,1,33,18,1,Ravindra Jadeja,Varun Chakravarthy,NA,2,0,2,1,0,,NA,,,,,2,18,1,"Varun Chakravarthy to Ravindra Jadeja, 2 runs,",Ravindra Jadeja,Varun Chakravarthy,2,111,1,18.1
336015,1,33,18,2,Ravindra Jadeja,Varun Chakravarthy,NA,1,0,1,1,0,,NA,,,,,1,18,2,"Varun Chakravarthy to Ravindra Jadeja, 1 run,",Ravindra Jadeja,Varun Chakravarthy,1,112,1,18.2
336015,1,33,18,3,Ajinkya Rahane,Varun Chakravarthy,NA,0,0,0,1,0,,NA,,,,,0,18,3,"Varun Chakravarthy to Ajinkya Rahane, no run,",Ajinkya Rahane,Varun Chakravarthy,0,113,1,18.3
336015,1,33,18,4,Ajinkya Rahane,Varun Chakravarthy,NA,6,0,6,0,0,,NA,,,,,6,18,4,"Varun Chakravarthy to Ajinkya Rahane, Six,",Ajinkya Rahane,Varun Chakravarthy,6,114,1,18.4
336015,1,33,18,5,Ajinkya Rahane,Varun Chakravarthy,NA,6,0,6,0,0,,NA,,,,,6,18,5,"Varun Chakravarthy to Ajinkya Rahane, Six,",Ajinkya Rahane,Varun Chakravarthy,6,115,1,18.5
336015,1,33,18,6,Ajinkya Rahane,Varun Chakravarthy,NA,4,0,4,0,0,,NA,,,,,4,18,6,"Varun Chakravarthy to Ajinkya Rahane, Four,",Ajinkya Rahane,Varun Chakravarthy,4,116,1,18.6
336015,1,33,19,1,Ravindra Jadeja,Kulwant Khejroliya,NA,6,0,6,0,0,,NA,,,,,6,19,1,"Kulwant Khejroliya to Ravindra Jadeja, Six,",Ravindra Jadeja,Kulwant Khejroliya,6,117,1,19.1
336015,1,33,19,2,Ravindra Jadeja,Kulwant Khejroliya,NA,2,0,2,1,0,,NA,,,,,2,19,2,"Kulwant Khejroliya to Ravindra Jadeja, 2 runs,",Ravindra Jadeja,Kulwant Khejroliya,2,118,1,19.2
336015,1,33,19,3,Ravindra Jadeja,Kulwant Khejroliya,NA,6,0,6,0,0,,NA,,,,,6,19,3,"Kulwant Khejroliya to Ravindra Jadeja, Six,",Ravindra Jadeja,Kulwant Khejroliya,6,119,1,19.3
336015,1,33,19,4,Ravindra Jadeja,Kulwant Khejroliya,NA,0,0,0,1,1,,caught,,,,,w,19,4,"Kulwant Khejroliya to Ravindra Jadeja, no run,                           Wicket - c RK Singh b K Khejroliya batsmen out 18(8)",Ravindra Jadeja,Kulwant Khejroliya,0,120,1,19.4
336015,1,33,19,5,MS Dhoni,Kulwant Khejroliya,noballs,0,1,1,1,0,,NA,,,,,1nb,19,5,"Kulwant Khejroliya to MS Dhoni, 1 no ball,",MS Dhoni,Kulwant Khejroliya,1,121,1,19.5
336015,1,33,19,5,MS Dhoni,Kulwant Khejroliya,NA,0,0,0,1,0,,NA,,,,,0,19,5,"Kulwant Khejroliya to MS Dhoni, no run,",MS Dhoni,Kulwant Khejroliya,0,122,1,19.5
336015,1,33,19,6,MS Dhoni,Kulwant Khejroliya,NA,2,0,2,1,0,,NA,,,,,2,19,6,"Kulwant Khejroliya to MS Dhoni, 2 runs,",MS Dhoni,Kulwant Khejroliya,2,123,1,19.6
336015,2,33,0,1,Narayan Jagadeesan,Akash Singh,NA,1,0,1,1,0,,NA,,,,,1,0,1,"Akash Singh to Narayan Jagadeesan, 1 run,",Narayan Jagadeesan,Akash Singh,1,1,2,0.1
336015,2,33,0,2,Sunil Narine,Akash Singh,NA,0,0,0,1,0,,NA,,,,,0,0,2,"Akash Singh to Sunil Narine, no run,",Sunil Narine,Akash Singh,0,2,2,0.2
336015,2,33,0,3,Sunil Narine,Akash Singh,NA,0,0,0,1,0,,NA,,,,,0,0,3,"Akash Singh to Sunil Narine, no run,",Sunil Narine,Akash Singh,0,3,2,0.3
336015,2,33,0,4,Sunil Narine,Akash Singh,NA,0,0,0,1,1,,bowled,,,,,w,0,4,"Akash Singh to Sunil Narine, no run,                           Wicket - b Akash Singh batsmen out 0(3)",Sunil Narine,Akash Singh,0,4,2,0.4
336015,2,33,0,5,Venkatesh Iyer,Akash Singh,NA,0,0,0,1,0,,NA,,,,,0,0,5,"Akash Singh to Venkatesh Iyer, no run,",Venkatesh Iyer,Akash Singh,0,5,2,0.5
336015,2,33,0,6,Venkatesh Iyer,Akash Singh,NA,0,0,0,1,0,,NA,,,,,0,0,6,"Akash Singh to Venkatesh Iyer, no run,",Venkatesh Iyer,Akash Singh,0,6,2,0.6
336015,2,33,1,1,Narayan Jagadeesan,Tushar Deshpande,NA,0,0,0,1,0,,NA,,,,,0,1,1,"Tushar Deshpande to Narayan Jagadeesan, no run,",Narayan Jagadeesan,Tushar Deshpande,0,7,2,1.1
336015,2,33,1,2,Narayan Jagadeesan,Tushar Deshpande,NA,0,0,0,1,1,,caught,,,,,w,1,2,"Tushar Deshpande to Narayan Jagadeesan, no run,                           Wicket - c RA Jadeja b TU Deshpande batsmen out 1(3)",Narayan Jagadeesan,Tushar Deshpande,0,8,2,1.2
336015,2,33,1,3,Nitish Rana,Tushar Deshpande,legbyes,0,1,1,1,0,,NA,,,,,1lb,1,3,"Tushar Deshpande to Nitish Rana, 1 leg bye,",Nitish Rana,Tushar Deshpande,1,9,2,1.3
336015,2,33,1,4,Venkatesh Iyer,Tushar Deshpande,NA,1,0,1,1,0,,NA,,,,,1,1,4,"Tushar Deshpande to Venkatesh Iyer, 1 run,",Venkatesh Iyer,Tushar Deshpande,1,10,2,1.4
336015,2,33,1,5,Nitish Rana,Tushar Deshpande,NA,0,0,0,1,0,,NA,,,,,0,1,5,"Tushar Deshpande to Nitish Rana, no run,",Nitish Rana,Tushar Deshpande,0,11,2,1.5
336015,2,33,1,6,Nitish Rana,Tushar Deshpande,NA,6,0,6,0,0,,NA,,,,,6,1,6,"Tushar Deshpande to Nitish Rana, Six,",Nitish Rana,Tushar Deshpande,6,12,2,1.6
336015,2,33,2,1,Venkatesh Iyer,Akash Singh,NA,0,0,0,1,0,,NA,,,,,0,2,1,"Akash Singh to Venkatesh Iyer, no run,",Venkatesh Iyer,Akash Singh,0,13,2,2.1
336015,2,33,2,2,Venkatesh Iyer,Akash Singh,NA,0,0,0,1,0,,NA,,,,,0,2,2,"Akash Singh to Venkatesh Iyer, no run,",Venkatesh Iyer,Akash Singh,0,14,2,2.2
336015,2,33,2,3,Venkatesh Iyer,Akash Singh,NA,0,0,0,1,0,,NA,,,,,0,2,3,"Akash Singh to Venkatesh Iyer, no run,",Venkatesh Iyer,Akash Singh,0,15,2,2.3
336015,2,33,2,4,Venkatesh Iyer,Akash Singh,NA,6,0,6,0,0,,NA,,,,,6,2,4,"Akash Singh to Venkatesh Iyer, Six,",Venkatesh Iyer,Akash Singh,6,16,2,2.4
336015,2,33,2,5,Venkatesh Iyer,Akash Singh,NA,4,0,4,0,0,,NA,,,,,4,2,5,"Akash Singh to Venkatesh Iyer, Four,",Venkatesh Iyer,Akash Singh,4,17,2,2.5
336015,2,33,2,6,Venkatesh Iyer,Akash Singh,wides,0,1,1,1,0,,NA,,,,,1wd,2,6,"Akash Singh to Venkatesh Iyer, 1 wide,",Venkatesh Iyer,Akash Singh,1,18,2,2.6
336015,2,33,2,6,Venkatesh Iyer,Akash Singh,NA,0,0,0,1,0,,NA,,,,,0,2,6,"Akash Singh to Venkatesh Iyer, no run,",Venkatesh Iyer,Akash Singh,0,19,2,2.6
336015,2,33,3,1,Nitish Rana,Tushar Deshpande,NA,0,0,0,1,0,,NA,,,,,0,3,1,"Tushar Deshpande to Nitish Rana, no run,",Nitish Rana,Tushar Deshpande,0,20,2,3.1
336015,2,33,3,2,Nitish Rana,Tushar Deshpande,NA,4,0,4,0,0,,NA,,,,,4,3,2,"Tushar Deshpande to Nitish Rana, Four,",Nitish Rana,Tushar Deshpande,4,21,2,3.2
336015,2,33,3,3,Nitish Rana,Tushar Deshpande,NA,0,0,0,1,0,,NA,,,,,0,3,3,"Tushar Deshpande to Nitish Rana, no run,",Nitish Rana,Tushar Deshpande,0,22,2,3.3
336015,2,33,3,4,Nitish Rana,Tushar Deshpande,NA,0,0,0,1,0,,NA,,,,,0,3,4,"Tushar Deshpande to Nitish Rana, no run,",Nitish Rana,Tushar Deshpande,0,23,2,3.4
336015,2,33,3,5,Nitish Rana,Tushar Deshpande,NA,0,0,0,1,0,,NA,,,,,0,3,5,"Tushar Deshpande to Nitish Rana, no run,",Nitish Rana,Tushar Deshpande,0,24,2,3.5
336015,2,33,3,6,Nitish Rana,Tushar Deshpande,NA,0,0,0,1,0,,NA,,,,,0,3,6,"Tushar Deshpande to Nitish Rana, no run,",Nitish Rana,Tushar Deshpande,0,25,2,3.6
336015,2,33,4,1,Venkatesh Iyer,Akash Singh,NA,0,0,0,1,0,,NA,,,,,0,4,1,"Akash Singh to Venkatesh Iyer, no run,",Venkatesh Iyer,Akash Singh,0,26,2,4.1
336015,2,33,4,2,Venkatesh Iyer,Akash Singh,NA,0,0,0,1,0,,NA,,,,,0,4,2,"Akash Singh to Venkatesh Iyer, no run,",Venkatesh Iyer,Akash Singh,0,27,2,4.2
336015,2,33,4,3,Venkatesh Iyer,Akash Singh,NA,4,0,4,0,0,,NA,,,,,4,4,3,"Akash Singh to Venkatesh Iyer, Four,",Venkatesh Iyer,Akash Singh,4,28,2,4.3
336015,2,33,4,4,Venkatesh Iyer,Akash Singh,NA,0,0,0,1,0,,NA,,,,,0,4,4,"Akash Singh to Venkatesh Iyer, no run,",Venkatesh Iyer,Akash Singh,0,29,2,4.4
336015,2,33,4,5,Venkatesh Iyer,Akash Singh,NA,1,0,1,1,0,,NA,,,,,1,4,5,"Akash Singh to Venkatesh Iyer, 1 run,",Venkatesh Iyer,Akash Singh,1,30,2,4.5
336015,2,33,4,6,Nitish Rana,Akash Singh,NA,4,0,4,0,0,,NA,,,,,4,4,6,"Akash Singh to Nitish Rana, Four,",Nitish Rana,Akash Singh,4,31,2,4.6
336015,2,33,5,1,Venkatesh Iyer,Maheesh Theekshana,NA,1,0,1,1,0,,NA,,,,,1,5,1,"Maheesh Theekshana to Venkatesh Iyer, 1 run,",Venkatesh Iyer,Maheesh Theekshana,1,32,2,5.1
336015,2,33,5,2,Nitish Rana,Maheesh Theekshana,wides,0,1,1,1,0,,NA,,,,,1wd,5,2,"Maheesh Theekshana to Nitish Rana, 1 wide,",Nitish Rana,Maheesh Theekshana,1,33,2,5.2
336015,2,33,5,2,Nitish Rana,Maheesh Theekshana,NA,1,0,1,1,0,,NA,,,,,1,5,2,"Maheesh Theekshana to Nitish Rana, 1 run,",Nitish Rana,Maheesh Theekshana,1,34,2,5.2
336015,2,33,5,3,Venkatesh Iyer,Maheesh Theekshana,NA,0,0,0,1,0,,NA,,,,,0,5,3,"Maheesh Theekshana to Venkatesh Iyer, no run,",Venkatesh Iyer,Maheesh Theekshana,0,35,2,5.3
336015,2,33,5,4,Venkatesh Iyer,Maheesh Theekshana,NA,1,0,1,1,0,,NA,,,,,1,5,4,"Maheesh Theekshana to Venkatesh Iyer, 1 run,",Venkatesh Iyer,Maheesh Theekshana,1,36,2,5.4
336015,2,33,5,5,Nitish Rana,Maheesh Theekshana,NA,0,0,0,1,0,,NA,,,,,0,5,5,"Maheesh Theekshana to Nitish Rana, no run,",Nitish Rana,Maheesh Theekshana,0,37,2,5.5
336015,2,33,5,6,Nitish Rana,Maheesh Theekshana,NA,1,0,1,1,0,,NA,,,,,1,5,6,"Maheesh Theekshana to Nitish Rana, 1 run,",Nitish Rana,Maheesh Theekshana,1,38,2,5.6
336015,2,33,6,1,Nitish Rana,Akash Singh,NA,4,0,4,0,0,,NA,,,,,4,6,1,"Akash Singh to Nitish Rana, Four,",Nitish Rana,Akash Singh,4,39,2,6.1
336015,2,33,6,2,Nitish Rana,Akash Singh,NA,0,0,0,1,0,,NA,,,,,0,6,2,"Akash Singh to Nitish Rana, no run,",Nitish Rana,Akash Singh,0,40,2,6.2
336015,2,33,6,3,Nitish Rana,Akash Singh,NA,1,0,1,1,0,,NA,,,,,1,6,3,"Akash Singh to Nitish Rana, 1 run,",Nitish Rana,Akash Singh,1,41,2,6.3
336015,2,33,6,4,Venkatesh Iyer,Akash Singh,NA,1,0,1,1,0,,NA,,,,,1,6,4,"Akash Singh to Venkatesh Iyer, 1 run,",Venkatesh Iyer,Akash Singh,1,42,2,6.4
336015,2,33,6,5,Nitish Rana,Akash Singh,NA,1,0,1,1,0,,NA,,,,,1,6,5,"Akash Singh to Nitish Rana, 1 run,",Nitish Rana,Akash Singh,1,43,2,6.5
336015,2,33,6,6,Venkatesh Iyer,Akash Singh,NA,1,0,1,1,0,,NA,,,,,1,6,6,"Akash Singh to Venkatesh Iyer, 1 run,",Venkatesh Iyer,Akash Singh,1,44,2,6.6
336015,2,33,7,1,Venkatesh Iyer,Moeen Ali,NA,0,0,0,1,1,,lbw,,,,,w,7,1,"Moeen Ali to Venkatesh Iyer, no run,                           Wicket - lbw b Moeen Ali batsmen out 20(20)",Venkatesh Iyer,Moeen Ali,0,45,2,7.1
336015,2,33,7,2,Jason Roy,Moeen Ali,NA,1,0,1,1,0,,NA,,,,,1,7,2,"Moeen Ali to Jason Roy, 1 run,",Jason Roy,Moeen Ali,1,46,2,7.2
336015,2,33,7,3,Nitish Rana,Moeen Ali,NA,1,0,1,1,0,,NA,,,,,1,7,3,"Moeen Ali to Nitish Rana, 1 run,",Nitish Rana,Moeen Ali,1,47,2,7.3
336015,2,33,7,4,Jason Roy,Moeen Ali,NA,6,0,6,0,0,,NA,,,,,6,7,4,"Moeen Ali to Jason Roy, Six,",Jason Roy,Moeen Ali,6,48,2,7.4
336015,2,33,7,5,Jason Roy,Moeen Ali,NA,6,0,6,0,0,,NA,,,,,6,7,5,"Moeen Ali to Jason Roy, Six,",Jason Roy,Moeen Ali,6,49,2,7.5
336015,2,33,7,6,Jason Roy,Moeen Ali,NA,6,0,6,0,0,,NA,,,,,6,7,6,"Moeen Ali to Jason Roy, Six,",Jason Roy,Moeen Ali,6,50,2,7.6
336015,2,33,8,1,Nitish Rana,Ravindra Jadeja,NA,4,0,4,0,0,,NA,,,,,4,8,1,"Ravindra Jadeja to Nitish Rana, Four,",Nitish Rana,Ravindra Jadeja,4,51,2,8.1
336015,2,33,8,2,Nitish Rana,Ravindra Jadeja,NA,0,0,0,1,1,,caught,,,,,w,8,2,"Ravindra Jadeja to Nitish Rana, no run,                           Wicket - c RD Gaikwad b RA Jadeja batsmen out 27(20)",Nitish Rana,Ravindra Jadeja,0,52,2,8.2
336015,2,33,8,3,Rinku Singh,Ravindra Jadeja,NA,0,0,0,1,0,,NA,,,,,0,8,3,"Ravindra Jadeja to Rinku Singh, no run,",Rinku Singh,Ravindra Jadeja,0,53,2,8.3
336015,2,33,8,4,Rinku Singh,Ravindra Jadeja,NA,0,0,0,1,0,,NA,,,,,0,8,4,"Ravindra Jadeja to Rinku Singh, no run,",Rinku Singh,Ravindra Jadeja,0,54,2,8.4
336015,2,33,8,5,Rinku Singh,Ravindra Jadeja,NA,1,0,1,1,0,,NA,,,,,1,8,5,"Ravindra Jadeja to Rinku Singh, 1 run,",Rinku Singh,Ravindra Jadeja,1,55,2,8.5
