id,innings,match_no,over,Ball No,batter,bowler,extra_type,batsman_run,extras_run,total_run,non_boundary,iswicket_delivery,player_out,dismisal_kind,fielders_involved,batting_team,,,outcome,over,Ball No,comment,batter,bowler,score,ballnumber,inningno,over
336001,2,19,10,4,Nitish Rana,Mayank Markande,NA,0,0,0,1,0,,NA,,,,,0,10,4,"Mayank Markande to Nitish Rana, no run,",Nitish Rana,Mayank Markande,0,67,2,10.4
336001,2,19,10,5,Nitish Rana,Mayank Markande,NA,1,0,1,1,0,,NA,,,,,1,10,5,"Mayank Markande to Nitish Rana, 1 run,",Nitish Rana,Mayank Markande,1,68,2,10.5
336001,2,19,10,6,Rinku Singh,Mayank Markande,NA,1,0,1,1,0,,NA,,,,,1,10,6,"Mayank Markande to Rinku Singh, 1 run,",Rinku Singh,Mayank Markande,1,69,2,10.6
336001,2,19,11,1,n Sundar,Washing,NA,1,0,1,1,0,,NA,,,,,1,11,1,"Washington Sundar to Rinku Singh, 1 run,",n Sundar,Washing,1,70,2,11.1
336001,2,19,11,2,n Sundar,Washing,NA,6,0,6,0,0,,NA,,,,,6,11,2,"Washington Sundar to Nitish Rana, Six,",n Sundar,Washing,6,71,2,11.2
336001,2,19,11,3,n Sundar,Washing,NA,2,0,2,1,0,,NA,,,,,2,11,3,"Washington Sundar to Nitish Rana, 2 runs,",n Sundar,Washing,2,72,2,11.3
336001,2,19,11,4,n Sundar,Washing,NA,1,0,1,1,0,,NA,,,,,1,11,4,"Washington Sundar to Nitish Rana, 1 run,",n Sundar,Washing,1,73,2,11.4
336001,2,19,11,5,n Sundar,Washing,NA,1,0,1,1,0,,NA,,,,,1,11,5,"Washington Sundar to Rinku Singh, 1 run,",n Sundar,Washing,1,74,2,11.5
336001,2,19,11,6,n Sundar,Washing,NA,1,0,1,1,0,,NA,,,,,1,11,6,"Washington Sundar to Nitish Rana, 1 run,",n Sundar,Washing,1,75,2,11.6
336001,2,19,12,1,Nitish Rana,Mayank Markande,NA,2,0,2,1,0,,NA,,,,,2,12,1,"Mayank Markande to Nitish Rana, 2 runs,",Nitish Rana,Mayank Markande,2,76,2,12.1
336001,2,19,12,2,Nitish Rana,Mayank Markande,NA,6,0,6,0,0,,NA,,,,,6,12,2,"Mayank Markande to Nitish Rana, Six,",Nitish Rana,Mayank Markande,6,77,2,12.2
336001,2,19,12,3,Nitish Rana,Mayank Markande,NA,1,0,1,1,0,,NA,,,,,1,12,3,"Mayank Markande to Nitish Rana, 1 run,",Nitish Rana,Mayank Markande,1,78,2,12.3
336001,2,19,12,4,Rinku Singh,Mayank Markande,NA,1,0,1,1,0,,NA,,,,,1,12,4,"Mayank Markande to Rinku Singh, 1 run,",Rinku Singh,Mayank Markande,1,79,2,12.4
336001,2,19,12,5,Nitish Rana,Mayank Markande,NA,0,0,0,1,0,,NA,,,,,0,12,5,"Mayank Markande to Nitish Rana, no run,",Nitish Rana,Mayank Markande,0,80,2,12.5
336001,2,19,12,6,Nitish Rana,Mayank Markande,NA,0,0,0,1,0,,NA,,,,,0,12,6,"Mayank Markande to Nitish Rana, no run,",Nitish Rana,Mayank Markande,0,81,2,12.6
336001,2,19,13,1,Rinku Singh,T Natarajan,NA,1,0,1,1,0,,NA,,,,,1,13,1,"T Natarajan to Rinku Singh, 1 run,",Rinku Singh,T Natarajan,1,82,2,13.1
336001,2,19,13,2,Nitish Rana,T Natarajan,NA,1,0,1,1,0,,NA,,,,,1,13,2,"T Natarajan to Nitish Rana, 1 run,",Nitish Rana,T Natarajan,1,83,2,13.2
336001,2,19,13,3,Rinku Singh,T Natarajan,NA,0,0,0,1,0,,NA,,,,,0,13,3,"T Natarajan to Rinku Singh, no run,",Rinku Singh,T Natarajan,0,84,2,13.3
336001,2,19,13,4,Rinku Singh,T Natarajan,NA,6,0,6,0,0,,NA,,,,,6,13,4,"T Natarajan to Rinku Singh, Six,",Rinku Singh,T Natarajan,6,85,2,13.4
336001,2,19,13,5,Rinku Singh,T Natarajan,wides,0,1,1,1,0,,NA,,,,,1wd,13,5,"T Natarajan to Rinku Singh, 1 wide,",Rinku Singh,T Natarajan,1,86,2,13.5
336001,2,19,13,5,Rinku Singh,T Natarajan,NA,1,0,1,1,0,,NA,,,,,1,13,5,"T Natarajan to Rinku Singh, 1 run,",Rinku Singh,T Natarajan,1,87,2,13.5
336001,2,19,13,6,Nitish Rana,T Natarajan,NA,4,0,4,0,0,,NA,,,,,4,13,6,"T Natarajan to Nitish Rana, Four,",Nitish Rana,T Natarajan,4,88,2,13.6
336001,2,19,14,1,Rinku Singh,Bhuvneshwar Kumar,NA,0,0,0,1,0,,NA,,,,,0,14,1,"Bhuvneshwar Kumar to Rinku Singh, no run,",Rinku Singh,Bhuvneshwar Kumar,0,89,2,14.1
336001,2,19,14,2,Rinku Singh,Bhuvneshwar Kumar,NA,0,0,0,1,0,,NA,,,,,0,14,2,"Bhuvneshwar Kumar to Rinku Singh, no run,",Rinku Singh,Bhuvneshwar Kumar,0,90,2,14.2
336001,2,19,14,3,Rinku Singh,Bhuvneshwar Kumar,NA,4,0,4,0,0,,NA,,,,,4,14,3,"Bhuvneshwar Kumar to Rinku Singh, Four,",Rinku Singh,Bhuvneshwar Kumar,4,91,2,14.3
336001,2,19,14,4,Rinku Singh,Bhuvneshwar Kumar,NA,1,0,1,1,0,,NA,,,,,1,14,4,"Bhuvneshwar Kumar to Rinku Singh, 1 run,",Rinku Singh,Bhuvneshwar Kumar,1,92,2,14.4
336001,2,19,14,5,Nitish Rana,Bhuvneshwar Kumar,NA,1,0,1,1,0,,NA,,,,,1,14,5,"Bhuvneshwar Kumar to Nitish Rana, 1 run,",Nitish Rana,Bhuvneshwar Kumar,1,93,2,14.5
336001,2,19,14,6,Rinku Singh,Bhuvneshwar Kumar,NA,1,0,1,1,0,,NA,,,,,1,14,6,"Bhuvneshwar Kumar to Rinku Singh, 1 run,",Rinku Singh,Bhuvneshwar Kumar,1,94,2,14.6
336001,2,19,15,1,Rinku Singh,Marco Jansen,NA,1,0,1,1,0,,NA,,,,,1,15,1,"Marco Jansen to Rinku Singh, 1 run,",Rinku Singh,Marco Jansen,1,95,2,15.1
336001,2,19,15,2,Nitish Rana,Marco Jansen,wides,0,1,1,1,0,,NA,,,,,1wd,15,2,"Marco Jansen to Nitish Rana, 1 wide,",Nitish Rana,Marco Jansen,1,96,2,15.2
336001,2,19,15,2,Nitish Rana,Marco Jansen,NA,0,0,0,1,0,,NA,,,,,0,15,2,"Marco Jansen to Nitish Rana, no run,",Nitish Rana,Marco Jansen,0,97,2,15.2
336001,2,19,15,3,Nitish Rana,Marco Jansen,wides,0,1,1,1,0,,NA,,,,,1wd,15,3,"Marco Jansen to Nitish Rana, 1 wide,",Nitish Rana,Marco Jansen,1,98,2,15.3
336001,2,19,15,3,Nitish Rana,Marco Jansen,NA,0,0,0,1,0,,NA,,,,,0,15,3,"Marco Jansen to Nitish Rana, no run,",Nitish Rana,Marco Jansen,0,99,2,15.3
336001,2,19,15,4,Nitish Rana,Marco Jansen,NA,1,0,1,1,0,,NA,,,,,1,15,4,"Marco Jansen to Nitish Rana, 1 run,",Nitish Rana,Marco Jansen,1,100,2,15.4
336001,2,19,15,5,Rinku Singh,Marco Jansen,NA,0,0,0,1,0,,NA,,,,,0,15,5,"Marco Jansen to Rinku Singh, no run,",Rinku Singh,Marco Jansen,0,101,2,15.5
336001,2,19,15,6,Rinku Singh,Marco Jansen,noballs,6,1,7,0,0,,NA,,,,,7nb,15,6,"Marco Jansen to Rinku Singh, 7 no ball,",Rinku Singh,Marco Jansen,7,102,2,15.6
336001,2,19,15,6,Rinku Singh,Marco Jansen,NA,6,0,6,0,0,,NA,,,,,6,15,6,"Marco Jansen to Rinku Singh, Six,",Rinku Singh,Marco Jansen,6,103,2,15.6
336001,2,19,16,1,Nitish Rana,T Natarajan,NA,0,0,0,1,0,,NA,,,,,0,16,1,"T Natarajan to Nitish Rana, no run,",Nitish Rana,T Natarajan,0,104,2,16.1
336001,2,19,16,2,Nitish Rana,T Natarajan,NA,6,0,6,0,0,,NA,,,,,6,16,2,"T Natarajan to Nitish Rana, Six,",Nitish Rana,T Natarajan,6,105,2,16.2
336001,2,19,16,3,Nitish Rana,T Natarajan,NA,0,0,0,1,1,,caught,,,,,w,16,3,"T Natarajan to Nitish Rana, no run,                           Wicket - c Washington Sundar b T Natarajan batsmen out 75(41)",Nitish Rana,T Natarajan,0,106,2,16.3
336001,2,19,16,4,Shardul Thakur,T Natarajan,NA,1,0,1,1,0,,NA,,,,,1,16,4,"T Natarajan to Shardul Thakur, 1 run,",Shardul Thakur,T Natarajan,1,107,2,16.4
336001,2,19,16,5,Rinku Singh,T Natarajan,NA,1,0,1,1,0,,NA,,,,,1,16,5,"T Natarajan to Rinku Singh, 1 run,",Rinku Singh,T Natarajan,1,108,2,16.5
336001,2,19,16,6,Shardul Thakur,T Natarajan,NA,4,0,4,0,0,,NA,,,,,4,16,6,"T Natarajan to Shardul Thakur, Four,",Shardul Thakur,T Natarajan,4,109,2,16.6
336001,2,19,17,1,Rinku Singh,Bhuvneshwar Kumar,wides,0,1,1,1,0,,NA,,,,,1wd,17,1,"Bhuvneshwar Kumar to Rinku Singh, 1 wide,",Rinku Singh,Bhuvneshwar Kumar,1,110,2,17.1
336001,2,19,17,1,Rinku Singh,Bhuvneshwar Kumar,NA,1,0,1,1,0,,NA,,,,,1,17,1,"Bhuvneshwar Kumar to Rinku Singh, 1 run,",Rinku Singh,Bhuvneshwar Kumar,1,111,2,17.1
336001,2,19,17,2,Shardul Thakur,Bhuvneshwar Kumar,NA,4,0,4,0,0,,NA,,,,,4,17,2,"Bhuvneshwar Kumar to Shardul Thakur, Four,",Shardul Thakur,Bhuvneshwar Kumar,4,112,2,17.2
336001,2,19,17,3,Shardul Thakur,Bhuvneshwar Kumar,NA,0,0,0,1,0,,NA,,,,,0,17,3,"Bhuvneshwar Kumar to Shardul Thakur, no run,",Shardul Thakur,Bhuvneshwar Kumar,0,113,2,17.3
336001,2,19,17,4,Shardul Thakur,Bhuvneshwar Kumar,NA,1,0,1,1,0,,NA,,,,,1,17,4,"Bhuvneshwar Kumar to Shardul Thakur, 1 run,",Shardul Thakur,Bhuvneshwar Kumar,1,114,2,17.4
336001,2,19,17,5,Rinku Singh,Bhuvneshwar Kumar,NA,1,0,1,1,0,,NA,,,,,1,17,5,"Bhuvneshwar Kumar to Rinku Singh, 1 run,",Rinku Singh,Bhuvneshwar Kumar,1,115,2,17.5
336001,2,19,17,6,Shardul Thakur,Bhuvneshwar Kumar,NA,2,0,2,1,0,,NA,,,,,2,17,6,"Bhuvneshwar Kumar to Shardul Thakur, 2 runs,",Shardul Thakur,Bhuvneshwar Kumar,2,116,2,17.6
336001,2,19,18,1,Rinku Singh,T Natarajan,NA,2,0,2,1,0,,NA,,,,,2,18,1,"T Natarajan to Rinku Singh, 2 runs,",Rinku Singh,T Natarajan,2,117,2,18.1
336001,2,19,18,2,Rinku Singh,T Natarajan,NA,4,0,4,0,0,,NA,,,,,4,18,2,"T Natarajan to Rinku Singh, Four,",Rinku Singh,T Natarajan,4,118,2,18.2
336001,2,19,18,3,Rinku Singh,T Natarajan,NA,2,0,2,1,0,,NA,,,,,2,18,3,"T Natarajan to Rinku Singh, 2 runs,",Rinku Singh,T Natarajan,2,119,2,18.3
336001,2,19,18,4,Rinku Singh,T Natarajan,NA,0,0,0,1,0,,NA,,,,,0,18,4,"T Natarajan to Rinku Singh, no run,",Rinku Singh,T Natarajan,0,120,2,18.4
336001,2,19,18,5,Rinku Singh,T Natarajan,NA,4,0,4,0,0,,NA,,,,,4,18,5,"T Natarajan to Rinku Singh, Four,",Rinku Singh,T Natarajan,4,121,2,18.5
336001,2,19,18,6,Rinku Singh,T Natarajan,NA,4,0,4,0,0,,NA,,,,,4,18,6,"T Natarajan to Rinku Singh, Four,",Rinku Singh,T Natarajan,4,122,2,18.6
336001,2,19,19,1,Shardul Thakur,Umran Malik,NA,0,0,0,1,1,,caught,,,,,w,19,1,"Umran Malik to Shardul Thakur, no run,                           Wicket - c Washington Sundar b Umran Malik batsmen out 12(7)",Shardul Thakur,Umran Malik,0,123,2,19.1
336001,2,19,19,2,Umesh Yadav,Umran Malik,NA,1,0,1,1,0,,NA,,,,,1,19,2,"Umran Malik to Umesh Yadav, 1 run,",Umesh Yadav,Umran Malik,1,124,2,19.2
336001,2,19,19,3,Rinku Singh,Umran Malik,NA,0,0,0,1,0,,NA,,,,,0,19,3,"Umran Malik to Rinku Singh, no run,",Rinku Singh,Umran Malik,0,125,2,19.3
336001,2,19,19,4,Rinku Singh,Umran Malik,NA,0,0,0,1,0,,NA,,,,,0,19,4,"Umran Malik to Rinku Singh, no run,",Rinku Singh,Umran Malik,0,126,2,19.4
336001,2,19,19,5,Rinku Singh,Umran Malik,NA,6,0,6,0,0,,NA,,,,,6,19,5,"Umran Malik to Rinku Singh, Six,",Rinku Singh,Umran Malik,6,127,2,19.5
336001,2,19,19,6,Rinku Singh,Umran Malik,NA,1,0,1,1,0,,NA,,,,,1,19,6,"Umran Malik to Rinku Singh, 1 run,",Rinku Singh,Umran Malik,1,128,2,19.6
336002,1,20,0,1,Virat Kohli,Anrich Nortje,wides,0,1,1,1,0,,NA,,,,,1wd,0,1,"Anrich Nortje to Virat Kohli, 1 wide,",Virat Kohli,Anrich Nortje,1,1,1,0.1
336002,1,20,0,1,Virat Kohli,Anrich Nortje,NA,0,0,0,1,0,,NA,,,,,0,0,1,"Anrich Nortje to Virat Kohli, no run,",Virat Kohli,Anrich Nortje,0,2,1,0.1
336002,1,20,0,2,Virat Kohli,Anrich Nortje,NA,4,0,4,0,0,,NA,,,,,4,0,2,"Anrich Nortje to Virat Kohli, Four,",Virat Kohli,Anrich Nortje,4,3,1,0.2
336002,1,20,0,3,Virat Kohli,Anrich Nortje,NA,4,0,4,0,0,,NA,,,,,4,0,3,"Anrich Nortje to Virat Kohli, Four,",Virat Kohli,Anrich Nortje,4,4,1,0.3
336002,1,20,0,4,Virat Kohli,Anrich Nortje,NA,0,0,0,1,0,,NA,,,,,0,0,4,"Anrich Nortje to Virat Kohli, no run,",Virat Kohli,Anrich Nortje,0,5,1,0.4
336002,1,20,0,5,Virat Kohli,Anrich Nortje,NA,1,0,1,1,0,,NA,,,,,1,0,5,"Anrich Nortje to Virat Kohli, 1 run,",Virat Kohli,Anrich Nortje,1,6,1,0.5
336002,1,20,0,6,Faf du Plessis,Anrich Nortje,NA,1,0,1,1,0,,NA,,,,,1,0,6,"Anrich Nortje to Faf du Plessis, 1 run,",Faf du Plessis,Anrich Nortje,1,7,1,0.6
336002,1,20,1,1,Faf du Plessis,Axar Patel,NA,1,0,1,1,0,,NA,,,,,1,1,1,"Axar Patel to Faf du Plessis, 1 run,",Faf du Plessis,Axar Patel,1,8,1,1.1
336002,1,20,1,2,Virat Kohli,Axar Patel,NA,2,0,2,1,0,,NA,,,,,2,1,2,"Axar Patel to Virat Kohli, 2 runs,",Virat Kohli,Axar Patel,2,9,1,1.2
336002,1,20,1,3,Virat Kohli,Axar Patel,NA,0,0,0,1,0,,NA,,,,,0,1,3,"Axar Patel to Virat Kohli, no run,",Virat Kohli,Axar Patel,0,10,1,1.3
336002,1,20,1,4,Virat Kohli,Axar Patel,NA,1,0,1,1,0,,NA,,,,,1,1,4,"Axar Patel to Virat Kohli, 1 run,",Virat Kohli,Axar Patel,1,11,1,1.4
336002,1,20,1,5,Faf du Plessis,Axar Patel,NA,0,0,0,1,0,,NA,,,,,0,1,5,"Axar Patel to Faf du Plessis, no run,",Faf du Plessis,Axar Patel,0,12,1,1.5
336002,1,20,1,6,Faf du Plessis,Axar Patel,NA,1,0,1,1,0,,NA,,,,,1,1,6,"Axar Patel to Faf du Plessis, 1 run,",Faf du Plessis,Axar Patel,1,13,1,1.6
336002,1,20,2,1,Faf du Plessis,Mustafizur Rahman,NA,0,0,0,1,0,,NA,,,,,0,2,1,"Mustafizur Rahman to Faf du Plessis, no run,",Faf du Plessis,Mustafizur Rahman,0,14,1,2.1
336002,1,20,2,2,Faf du Plessis,Mustafizur Rahman,NA,4,0,4,0,0,,NA,,,,,4,2,2,"Mustafizur Rahman to Faf du Plessis, Four,",Faf du Plessis,Mustafizur Rahman,4,15,1,2.2
336002,1,20,2,3,Faf du Plessis,Mustafizur Rahman,NA,4,0,4,0,0,,NA,,,,,4,2,3,"Mustafizur Rahman to Faf du Plessis, Four,",Faf du Plessis,Mustafizur Rahman,4,16,1,2.3
336002,1,20,2,4,Faf du Plessis,Mustafizur Rahman,NA,1,0,1,1,0,,NA,,,,,1,2,4,"Mustafizur Rahman to Faf du Plessis, 1 run,",Faf du Plessis,Mustafizur Rahman,1,17,1,2.4
336002,1,20,2,5,Virat Kohli,Mustafizur Rahman,NA,1,0,1,1,0,,NA,,,,,1,2,5,"Mustafizur Rahman to Virat Kohli, 1 run,",Virat Kohli,Mustafizur Rahman,1,18,1,2.5
336002,1,20,2,6,Faf du Plessis,Mustafizur Rahman,NA,0,0,0,1,0,,NA,,,,,0,2,6,"Mustafizur Rahman to Faf du Plessis, no run,",Faf du Plessis,Mustafizur Rahman,0,19,1,2.6
336002,1,20,3,1,Virat Kohli,Axar Patel,NA,1,0,1,1,0,,NA,,,,,1,3,1,"Axar Patel to Virat Kohli, 1 run,",Virat Kohli,Axar Patel,1,20,1,3.1
336002,1,20,3,2,Faf du Plessis,Axar Patel,NA,0,0,0,1,0,,NA,,,,,0,3,2,"Axar Patel to Faf du Plessis, no run,",Faf du Plessis,Axar Patel,0,21,1,3.2
336002,1,20,3,3,Faf du Plessis,Axar Patel,NA,0,0,0,1,0,,NA,,,,,0,3,3,"Axar Patel to Faf du Plessis, no run,",Faf du Plessis,Axar Patel,0,22,1,3.3
336002,1,20,3,4,Faf du Plessis,Axar Patel,NA,0,0,0,1,0,,NA,,,,,0,3,4,"Axar Patel to Faf du Plessis, no run,",Faf du Plessis,Axar Patel,0,23,1,3.4
336002,1,20,3,5,Faf du Plessis,Axar Patel,NA,6,0,6,0,0,,NA,,,,,6,3,5,"Axar Patel to Faf du Plessis, Six,",Faf du Plessis,Axar Patel,6,24,1,3.5
336002,1,20,3,6,Faf du Plessis,Axar Patel,NA,0,0,0,1,0,,NA,,,,,0,3,6,"Axar Patel to Faf du Plessis, no run,",Faf du Plessis,Axar Patel,0,25,1,3.6
336002,1,20,4,1,Virat Kohli,Mitchell Marsh,NA,4,0,4,0,0,,NA,,,,,4,4,1,"Mitchell Marsh to Virat Kohli, Four,",Virat Kohli,Mitchell Marsh,4,26,1,4.1
336002,1,20,4,2,Virat Kohli,Mitchell Marsh,NA,1,0,1,1,0,,NA,,,,,1,4,2,"Mitchell Marsh to Virat Kohli, 1 run,",Virat Kohli,Mitchell Marsh,1,27,1,4.2
336002,1,20,4,3,Faf du Plessis,Mitchell Marsh,NA,4,0,4,0,0,,NA,,,,,4,4,3,"Mitchell Marsh to Faf du Plessis, Four,",Faf du Plessis,Mitchell Marsh,4,28,1,4.3
336002,1,20,4,4,Faf du Plessis,Mitchell Marsh,NA,0,0,0,1,1,,caught,,,,,w,4,4,"Mitchell Marsh to Faf du Plessis, no run,                           Wicket - c Aman Hakim Khan b MR Marsh batsmen out 22(16)",Faf du Plessis,Mitchell Marsh,0,29,1,4.4
336002,1,20,4,5,Mahipal Lomror,Mitchell Marsh,NA,1,0,1,1,0,,NA,,,,,1,4,5,"Mitchell Marsh to Mahipal Lomror, 1 run,",Mahipal Lomror,Mitchell Marsh,1,30,1,4.5
336002,1,20,4,6,Virat Kohli,Mitchell Marsh,NA,0,0,0,1,0,,NA,,,,,0,4,6,"Mitchell Marsh to Virat Kohli, no run,",Virat Kohli,Mitchell Marsh,0,31,1,4.6
336002,1,20,5,1,Mahipal Lomror,Lalit Yadav,NA,0,0,0,1,0,,NA,,,,,0,5,1,"Lalit Yadav to Mahipal Lomror, no run,",Mahipal Lomror,Lalit Yadav,0,32,1,5.1
336002,1,20,5,2,Mahipal Lomror,Lalit Yadav,NA,1,0,1,1,0,,NA,,,,,1,5,2,"Lalit Yadav to Mahipal Lomror, 1 run,",Mahipal Lomror,Lalit Yadav,1,33,1,5.2
336002,1,20,5,3,Virat Kohli,Lalit Yadav,NA,0,0,0,1,0,,NA,,,,,0,5,3,"Lalit Yadav to Virat Kohli, no run,",Virat Kohli,Lalit Yadav,0,34,1,5.3
336002,1,20,5,4,Virat Kohli,Lalit Yadav,NA,1,0,1,1,0,,NA,,,,,1,5,4,"Lalit Yadav to Virat Kohli, 1 run,",Virat Kohli,Lalit Yadav,1,35,1,5.4
336002,1,20,5,5,Mahipal Lomror,Lalit Yadav,NA,1,0,1,1,0,,NA,,,,,1,5,5,"Lalit Yadav to Mahipal Lomror, 1 run,",Mahipal Lomror,Lalit Yadav,1,36,1,5.5
336002,1,20,5,6,Virat Kohli,Lalit Yadav,NA,1,0,1,1,0,,NA,,,,,1,5,6,"Lalit Yadav to Virat Kohli, 1 run,",Virat Kohli,Lalit Yadav,1,37,1,5.6
336002,1,20,6,1,Virat Kohli,Kuldeep Yadav,NA,0,0,0,1,0,,NA,,,,,0,6,1,"Kuldeep Yadav to Virat Kohli, no run,",Virat Kohli,Kuldeep Yadav,0,38,1,6.1
336002,1,20,6,2,Virat Kohli,Kuldeep Yadav,NA,1,0,1,1,0,,NA,,,,,1,6,2,"Kuldeep Yadav to Virat Kohli, 1 run,",Virat Kohli,Kuldeep Yadav,1,39,1,6.2
336002,1,20,6,3,Mahipal Lomror,Kuldeep Yadav,NA,1,0,1,1,0,,NA,,,,,1,6,3,"Kuldeep Yadav to Mahipal Lomror, 1 run,",Mahipal Lomror,Kuldeep Yadav,1,40,1,6.3
336002,1,20,6,4,Virat Kohli,Kuldeep Yadav,NA,0,0,0,1,0,,NA,,,,,0,6,4,"Kuldeep Yadav to Virat Kohli, no run,",Virat Kohli,Kuldeep Yadav,0,41,1,6.4
336002,1,20,6,5,Virat Kohli,Kuldeep Yadav,NA,4,0,4,0,0,,NA,,,,,4,6,5,"Kuldeep Yadav to Virat Kohli, Four,",Virat Kohli,Kuldeep Yadav,4,42,1,6.5
336002,1,20,6,6,Virat Kohli,Kuldeep Yadav,NA,1,0,1,1,0,,NA,,,,,1,6,6,"Kuldeep Yadav to Virat Kohli, 1 run,",Virat Kohli,Kuldeep Yadav,1,43,1,6.6
336002,1,20,7,1,Virat Kohli,Lalit Yadav,NA,1,0,1,1,0,,NA,,,,,1,7,1,"Lalit Yadav to Virat Kohli, 1 run,",Virat Kohli,Lalit Yadav,1,44,1,7.1
336002,1,20,7,2,Mahipal Lomror,Lalit Yadav,NA,1,0,1,1,0,,NA,,,,,1,7,2,"Lalit Yadav to Mahipal Lomror, 1 run,",Mahipal Lomror,Lalit Yadav,1,45,1,7.2
336002,1,20,7,3,Virat Kohli,Lalit Yadav,legbyes,0,1,1,1,0,,NA,,,,,1lb,7,3,"Lalit Yadav to Virat Kohli, 1 leg bye,",Virat Kohli,Lalit Yadav,1,46,1,7.3
336002,1,20,7,4,Mahipal Lomror,Lalit Yadav,NA,1,0,1,1,0,,NA,,,,,1,7,4,"Lalit Yadav to Mahipal Lomror, 1 run,",Mahipal Lomror,Lalit Yadav,1,47,1,7.4
336002,1,20,7,5,Virat Kohli,Lalit Yadav,NA,2,0,2,1,0,,NA,,,,,2,7,5,"Lalit Yadav to Virat Kohli, 2 runs,",Virat Kohli,Lalit Yadav,2,48,1,7.5
336002,1,20,7,6,Virat Kohli,Lalit Yadav,NA,1,0,1,1,0,,NA,,,,,1,7,6,"Lalit Yadav to Virat Kohli, 1 run,",Virat Kohli,Lalit Yadav,1,49,1,7.6
336002,1,20,8,1,Virat Kohli,Kuldeep Yadav,NA,4,0,4,0,0,,NA,,,,,4,8,1,"Kuldeep Yadav to Virat Kohli, Four,",Virat Kohli,Kuldeep Yadav,4,50,1,8.1
336002,1,20,8,2,Virat Kohli,Kuldeep Yadav,NA,1,0,1,1,0,,NA,,,,,1,8,2,"Kuldeep Yadav to Virat Kohli, 1 run,",Virat Kohli,Kuldeep Yadav,1,51,1,8.2
336002,1,20,8,3,Mahipal Lomror,Kuldeep Yadav,NA,1,0,1,1,0,,NA,,,,,1,8,3,"Kuldeep Yadav to Mahipal Lomror, 1 run,",Mahipal Lomror,Kuldeep Yadav,1,52,1,8.3
336002,1,20,8,4,Virat Kohli,Kuldeep Yadav,NA,1,0,1,1,0,,NA,,,,,1,8,4,"Kuldeep Yadav to Virat Kohli, 1 run,",Virat Kohli,Kuldeep Yadav,1,53,1,8.4
336002,1,20,8,5,Mahipal Lomror,Kuldeep Yadav,NA,1,0,1,1,0,,NA,,,,,1,8,5,"Kuldeep Yadav to Mahipal Lomror, 1 run,",Mahipal Lomror,Kuldeep Yadav,1,54,1,8.5
336002,1,20,8,6,Virat Kohli,Kuldeep Yadav,NA,1,0,1,1,0,,NA,,,,,1,8,6,"Kuldeep Yadav to Virat Kohli, 1 run,",Virat Kohli,Kuldeep Yadav,1,55,1,8.6
336002,1,20,9,1,Virat Kohli,Mustafizur Rahman,NA,4,0,4,0,0,,NA,,,,,4,9,1,"Mustafizur Rahman to Virat Kohli, Four,",Virat Kohli,Mustafizur Rahman,4,56,1,9.1
336002,1,20,9,2,Virat Kohli,Mustafizur Rahman,NA,1,0,1,1,0,,NA,,,,,1,9,2,"Mustafizur Rahman to Virat Kohli, 1 run,",Virat Kohli,Mustafizur Rahman,1,57,1,9.2
336002,1,20,9,3,Mahipal Lomror,Mustafizur Rahman,NA,1,0,1,1,0,,NA,,,,,1,9,3,"Mustafizur Rahman to Mahipal Lomror, 1 run,",Mahipal Lomror,Mustafizur Rahman,1,58,1,9.3
336002,1,20,9,4,Virat Kohli,Mustafizur Rahman,NA,6,0,6,0,0,,NA,,,,,6,9,4,"Mustafizur Rahman to Virat Kohli, Six,",Virat Kohli,Mustafizur Rahman,6,59,1,9.4
336002,1,20,9,5,Virat Kohli,Mustafizur Rahman,NA,1,0,1,1,0,,NA,,,,,1,9,5,"Mustafizur Rahman to Virat Kohli, 1 run,",Virat Kohli,Mustafizur Rahman,1,60,1,9.5
336002,1,20,9,6,Mahipal Lomror,Mustafizur Rahman,NA,6,0,6,0,0,,NA,,,,,6,9,6,"Mustafizur Rahman to Mahipal Lomror, Six,",Mahipal Lomror,Mustafizur Rahman,6,61,1,9.6
336002,1,20,10,1,Virat Kohli,Lalit Yadav,NA,0,0,0,1,1,,caught,,,,,w,10,1,"Lalit Yadav to Virat Kohli, no run,                           Wicket - c Yash Dhull b Lalit Yadav batsmen out 50(34)",Virat Kohli,Lalit Yadav,0,62,1,10.1
336002,1,20,10,2,Glenn Maxwell,Lalit Yadav,NA,1,0,1,1,0,,NA,,,,,1,10,2,"Lalit Yadav to Glenn Maxwell, 1 run,",Glenn Maxwell,Lalit Yadav,1,63,1,10.2
336002,1,20,10,3,Mahipal Lomror,Lalit Yadav,NA,1,0,1,1,0,,NA,,,,,1,10,3,"Lalit Yadav to Mahipal Lomror, 1 run,",Mahipal Lomror,Lalit Yadav,1,64,1,10.3
336002,1,20,10,4,Glenn Maxwell,Lalit Yadav,NA,6,0,6,0,0,,NA,,,,,6,10,4,"Lalit Yadav to Glenn Maxwell, Six,",Glenn Maxwell,Lalit Yadav,6,65,1,10.4
336002,1,20,10,5,Glenn Maxwell,Lalit Yadav,NA,0,0,0,1,0,,NA,,,,,0,10,5,"Lalit Yadav to Glenn Maxwell, no run,",Glenn Maxwell,Lalit Yadav,0,66,1,10.5
336002,1,20,10,6,Glenn Maxwell,Lalit Yadav,NA,6,0,6,0,0,,NA,,,,,6,10,6,"Lalit Yadav to Glenn Maxwell, Six,",Glenn Maxwell,Lalit Yadav,6,67,1,10.6
